                                                 List of databases
                Name                 |     Owner     | Encoding |   Collate   |    Ctype    |   Access privileges   
 loook_town                          | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lovepre2                            | lovepre2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lp_a1                               | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy2_apps_prac_4                 | lpercy2_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy2_p1_ex7                      | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_a1                           | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_p1_1                         | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_prac1                        | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_prac_01                      | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_prac_02                      | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_prac_03                      | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lpercy_test_p1                      | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 lptest                              | lpercy2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 m1                                  | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 m2                                  | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 m3                                  | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mak_assn2                           | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mak_assn3                           | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mander53_apps_prac_4                | mander53_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mander53_ass1_test                  | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mander53_ass1_test2                 | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mander53_ass1_test3                 | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 manufacturer_jbijesh                | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mcampb58_prac_01                    | mcampb58      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 medwar52_prac_01                    | medwar52      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 medwar52_prac_02                    | medwar52      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 medwar52_prac_03                    | medwar52      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 medwar52_quiz                       | medwar52      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 medwar_prac_02                      | medwar52      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 menhenicka2                         | dmenheni      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_apps_prac_4                | mevans53_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_apps_practicea3            | mevans53_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_assignment1                | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_library_prac01             | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_prac01                     | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_prac_01                    | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_prac_02                    | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mevans53_testing                    | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_A1                             | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_l4                             | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_p01                            | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_p01_library                    | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_p02                            | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mf24_p03                            | mfrase24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mfrase24_apps_prac_4                | mfrase24_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8                              | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_apps_prac_4                  | mgale8_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_prac01                       | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_prac1_library                | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_prac_01                      | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_prac_02                      | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_prac_03                      | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgale8_practical_assignment_1       | mgale8        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgeorg24_prac_01                    | mgeorg24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mgeorg24_prac_01_library            | mgeorg24      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_apps_prac4                   | mhay23_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_apps_prac_assignment2        | mhay23_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_assignment2                  | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac1                        | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac1_2                      | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac2                        | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac2_2                      | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac3                        | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mhay23_prac6                        | mhay23        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk                                  | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk1                                 | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_ass1                             | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_assn2                            | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_assn3                            | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_prac03                           | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_prac3                            | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mk_prac_01                          | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkaur31                             | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkaur31_apps                        | mkaur31_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkaur32_apps_Downloads              | mkaur32_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkaur32_database                    | mkaur32_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkaur32_prac_01                     | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkawun                              | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkawun_apps_a3                      | mkawun_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkawun_apps_assn3                   | mkawun_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkawun_apps_prac_4                  | mkawun_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkawun_prac02                       | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkprac2                             | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkurdi_apps_movie                   | mkurdi_apps   | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mkurdi_p1                           | mkurdi        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmalady_ass1_q2                     | mmalady       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmalady_ass1q2b                     | mmalady       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikai3_p1                          | mmikhai3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_L4                         | mmikhai3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_a1                         | mmikhai3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_apps_p2                    | mmikhai3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_apps_p2i                   | mmikhai3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_apps_prac_4                | mmikhai3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmikhai3_p1                         | mmikhai3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_assmt_1                    | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_pa1                        | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_prac_01                    | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_prac_01_library            | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_prac_02                    | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_prac_02_uni                | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mmoppet2_prac_03                    | mmoppet2      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 moon                                | rsidhu3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 movies                              | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 movies2                             | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 moviesrus                           | mmarti51      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 moviestest2                         | mmarti51      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mpapaada_apps_A4                    | mpapaada_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 msvorono_prac_01                    | msvorono      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 msvorono_prac_02                    | msvorono      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_apps_exercise_1_mtrippe     | mtrippe_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_apps_p3tester               | mtrippe_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_apps_prac_4                 | mtrippe_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_apps_project1.sql           | mtrippe_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_apps_project2               | mtrippe_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_p1                          | mtrippe       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_prac02                      | mtrippe       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mtrippe_prac1                       | mtrippe       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mturnb22_prac_01                    | mturnb22      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mturnb22_prac_02                    | mturnb22      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mwe1ch8                             | kkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mwe1ch8_prac_01                     | pkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mydb                                | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mziauddi_book_town                  | mziauddi      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mziauddi_testp2                     | mziauddi      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mziauddin_bank                      | mziauddi      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 mziauddin_device                    | mziauddi      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nanni_apps_p2                       | nanni_apps    | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nav210                              | navpreet      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 new                                 | iolley        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhall30_prac_01                     | nhall30       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhall30_prac_03                     | nhall30       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_l4_bank                    | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_pass1                      | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_pass2                      | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_pass2_apps                 | nhoward7_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_pass2_test                 | nhoward7_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_01                    | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_01_ex7                | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_02                    | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_02_ex3                | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_03                    | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_04                    | nhoward7_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nhoward7_prac_06                    | nhoward7      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nk_prac02                           | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nkramer_prac02                      | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nkramer_prac_01                     | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nkramer_prac_02                     | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nkramerprac01                       | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nmclea20_prac01_ex7                 | nmclea20      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nmclea20_prac_01                    | nmclea20      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nmclea_prac01_ex7                   | nmclea20      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nparker8_apps_prac_4                | nparker8_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5                            | nreeves5      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p1                         | nreeves5      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p1_example                 | nreeves5      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p2                         | nreeves5      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p22                        | nreeves5_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p3                         | nreeves5_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves5_p4                         | nreeves5_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nreeves_p1                          | nreeves5      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung09_prac_01                    | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_CheckPrac                  | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_apps_prac_4                | nyoung30_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_apps_prac_5                | nyoung30_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_apps_prac_6                | nyoung30_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_p1_example                 | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_prac                       | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_prac_01                    | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_prac_02                    | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_prac_03                    | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_test1                      | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 nyoung30_test2                      | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 olley_01                            | iolley        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 olley_prac_01                       | iolley        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1                                  | elee31        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1-example                          | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_2020                             | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_abuyagaw                         | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_assessment                       | tgiri         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_assignmentDB                     | talidi        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_bdavey2                          | bdavey2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town                        | mpapaada      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town.sql                    | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town.sql_bwatso25           | bwatso25      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town_jhigginb               | jhigginb      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town_ldimitri               | ldimitri      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_book_town_sql                    | mkaur31       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_booktown_template                | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_bwatso25                         | bwatso25      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_ctoo3                            | ctoo3         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_dcabang                          | dcabang       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_elamptey                         | elamptey      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_ex                               | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_ex2                              | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example                          | ttang4        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example1                         | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example2                         | iadhican      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example_jamore2                  | jamore2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example_mander53                 | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_example_thaviv                   | thaviv        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_ijackso3                         | ijackso3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_jhughes                          | jhughe45      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_jk                               | jkyriaco      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_jshepha3                         | jshepha3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_jtayl225                         | jtayl225      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_jvaugha6                         | jvaugha6      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_kweaver                          | kweaver       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_ldayes                           | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_mevans53                         | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_mevans53a                        | mevans53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_mmalady                          | mmalady       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_mohkurdi                         | mkurdi        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_msvorono                         | msvorono      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_mturnb22                         | mturnb22      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_nanni                            | nanni         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_nick_example                     | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_nparker                          | nparker8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_olley                            | iolley        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_pbaral3                          | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_rmcwill3                         | rmcwill3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1_rsheath3                         | rsheath3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p1p1                                | elee31        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_abuyagaw                         | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_example                          | jarmeda       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_ijackso3                         | ijackso3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_mmalady                          | mmalady_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_nparker8                         | nparker8_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 p2_test_ldayes                      | ldayes        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pa1_booktown                        | elamptey      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pacchuchu_01                        | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pacss1                              | pkaur21       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 part_1_jshepha3.sql                 | jshepha3_apps | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pb1_example                         | mkaur32       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbaral3_apps_prac_4                 | pbaral3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbaral3_apps_pract4                 | pbaral3_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbaral3_p1                          | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbaral3_prac8                       | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbaral3_prac_7                      | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbridle_library                     | pbridle       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbridle_prac_01                     | pbridle       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pbridle_prac_02                     | pbridle       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pchu2_prac_01                       | pchung2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pchung2_a2                          | pchung2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pchung2_prac_01                     | pchung2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pchung2_prac_02                     | pchung2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pkaur22_apps_sql_03                 | pkaur22_apps  | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pkaur22_example                     | pkaur22       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 postgres                            | postgres      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pq_example                          | ravinde       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac                                | nyoung30      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac01                              | rmcwill3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac01_dharwin                      | dharwin       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac01_emily                        | etsang2       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac01_nkramer                      | nkramer       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac01_srodd                        | srodd         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac02_srodd                        | srodd         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1                               | pkaur21       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1.1_tmcdon26                    | tmcdon26      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1_Mander53                      | mander53      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1_bwatso25                      | bwatso25      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1_jb_test                       | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1_jlegresl                      | jlegresl      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac1_srodd                         | srodd         | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac2                               | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac2_jb                            | jbijesh       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac7                               | pbaral3       | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 pracAss1                            | cswan7        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac_0                              | lnorris8      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac_0001                           | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac_001                            | abuyagaw      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac_01                             | mkawun        | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
 prac_01_2_ijackso3                  | ijackso3      | UTF8     | en_AU.UTF-8 | en_AU.UTF-8 | 
